aek_tsi13s1g00001,atr42s3g01831
aek_tsi13s4g00861,.
aek_tsi13s4g00862,.
aek_tsi13s4g00863,atr42s5g00278
aek_tsi13s4g00864,.
aek_tsi13s4g00865,.
aek_tsi13s4g00866,atr42s5g00282
aek_tsi13s4g00867,atr42s5g00287
aek_tsi13s4g00868,.
aek_tsi13s4g00869,atr42s5g00309
aek_tsi13s4g00870,atr42s5g00306
aek_tsi13s4g00871,atr42s5g00304
aek_tsi13s4g00872,.
aek_tsi13s4g00873,atr42s5g00300
aek_tsi13s4g00874,.
aek_tsi13s4g00875,.
aek_tsi13s4g00876,.
aek_tsi13s4g00877,atr42s5g00296
aek_tsi13s4g00878,.
aek_tsi13s4g00879,.
aek_tsi13s4g00880,.
aek_tsi13s4g00881,atr42s5g00298
aek_tsi13s4g00882,.
aek_tsi13s4g00883,atr42s5g00317
aek_tsi13s4g00884,atr42s5g00318
aek_tsi13s4g00885,.
aek_tsi13s4g00886,.
aek_tsi13s4g00887,.
aek_tsi13s4g00888,.
aek_tsi13s4g00889,.
aek_tsi13s4g00890,.
aek_tsi13s4g00891,.
aek_tsi13s4g00892,.
aek_tsi13s4g00893,atr42s5g00336
aek_tsi13s4g00894,.
aek_tsi13s4g00895,.
aek_tsi13s4g00896,.
aek_tsi13s4g00897,.
aek_tsi13s4g00898,.
aek_tsi13s4g00899,.
aek_tsi13s4g00900,.
aek_tsi13s4g00901,.
aek_tsi13s4g00902,.
aek_tsi13s4g00903,.
aek_tsi13s4g00904,.
aek_tsi13s4g00905,.
aek_tsi13s4g00906,.
aek_tsi13s4g00907,.
aek_tsi13s4g00908,.
aek_tsi13s4g00909,.
aek_tsi13s4g00910,.
aek_tsi13s4g00911,.
aek_tsi13s4g00912,.
aek_tsi13s4g00913,.
aek_tsi13s4g00914,.
aek_tsi13s4g00915,.
aek_tsi13s4g00916,.
aek_tsi13s4g00917,atr42s5g00361
aek_tsi13s4g00918,atr42s5g00362
aek_tsi13s4g00919,atr42s5g00363
aek_tsi13s4g00920,atr42s5g00382
aek_tsi13s4g00921,.
aek_tsi13s4g00922,atr42s5g00386
aek_tsi13s4g00923,.
aek_tsi13s4g00924,atr42s5g00409
aek_tsi13s4g00925,.
aek_tsi13s4g00926,.
aek_tsi13s4g00927,.
aek_tsi13s4g00928,.
aek_tsi13s4g00929,atr42s5g00410
aek_tsi13s4g00930,atr42s5g00411
aek_tsi13s4g00931,atr42s5g00417
aek_tsi13s4g00932,atr42s5g00418
aek_tsi13s4g00933,atr42s5g00419
aek_tsi13s4g00934,atr42s5g00423
aek_tsi13s4g00935,atr42s5g00425
aek_tsi13s4g00936,atr42s5g00427
aek_tsi13s4g00937,atr42s5g00435
aek_tsi13s4g00938,atr42s5g00440
aek_tsi13s4g00939,
aek_tsi13s4g00940,
aek_tsi13s4g00941,
aek_tsi13s4g00942,
aek_tsi13s4g00943,
aek_tsi13s4g00944,atr42s5g00678
aek_tsi13s4g00945,.
aek_tsi13s4g00946,.
aek_tsi13s4g00947,.
aek_tsi13s4g00948,.
aek_tsi13s4g00949,.
aek_tsi13s4g00950,.
aek_tsi13s4g00951,.
aek_tsi13s4g00952,.
aek_tsi13s4g00953,.
aek_tsi13s4g00954,.
aek_tsi13s4g00955,.
aek_tsi13s4g00956,.
aek_tsi13s4g00957,atr42s5g00672
aek_tsi13s4g00958,.
aek_tsi13s4g00959,.
aek_tsi13s4g00960,atr42s5g00644
aek_tsi13s4g00961,atr42s5g00642
aek_tsi13s4g00962,.
aek_tsi13s4g00963,.
aek_tsi13s4g00964,.
aek_tsi13s4g00965,.
aek_tsi13s4g00966,atr42s4g00141
aek_tsi13s4g00967,.
aek_tsi13s4g00968,.
aek_tsi13s4g00969,.
aek_tsi13s4g00970,atr42s5g00626
aek_tsi13s4g00971,atr42s5g00625
aek_tsi13s4g00972,.
aek_tsi13s4g00973,.
aek_tsi13s4g00974,.
aek_tsi13s4g00975,atr42s4g00151
aek_tsi13s4g00976,atr42s4g00160
aek_tsi13s4g00977,atr42s4g00162
aek_tsi13s4g00978,.
aek_tsi13s4g00979,.
aek_tsi13s4g00980,atr42s4g00166
aek_tsi13s4g00981,.
aek_tsi13s4g00982,.
aek_tsi13s4g00983,.
aek_tsi13s4g00984,.
aek_tsi13s4g00985,.
aek_tsi13s4g00986,.
aek_tsi13s4g00987,.
aek_tsi13s4g00988,atr42s4g00172
aek_tsi13s4g00989,atr42s4g00173
aek_tsi13s4g00990,.
aek_tsi13s4g00991,atr42s4g00179
aek_tsi13s4g00992,.
aek_tsi13s4g00993,atr42s4g00207
aek_tsi13s4g00994,atr42s4g00205
aek_tsi13s4g00995,atr42s4g00194
aek_tsi13s4g00996,atr42s4g00191
aek_tsi13s4g00997,.
aek_tsi13s4g00998,.
aek_tsi13s4g00999,atr42s4g00189
aek_tsi13s4g01000,.
aek_tsi13s4g01001,.
aek_tsi13s4g01002,.
aek_tsi13s4g01003,.
aek_tsi13s4g01004,.
aek_tsi13s4g01005,.
aek_tsi13s4g01006,.
aek_tsi13s4g01007,.
aek_tsi13s4g01008,atr42s4g00184
aek_tsi13s4g01009,atr42s5g01473
aek_tsi13s4g01010,atr42s5g01475
aek_tsi13s4g01011,atr42s5g01476
aek_tsi13s4g01012,atr42s5g01477
aek_tsi13s4g01013,.
aek_tsi13s4g01014,.
aek_tsi13s4g01015,.
aek_tsi13s4g01016,.
aek_tsi13s4g01017,.
aek_tsi13s4g01018,atr42s5g01482
aek_tsi13s4g01019,atr42s5g01483
aek_tsi13s4g01020,.
aek_tsi13s4g01021,atr42s5g01486
aek_tsi13s4g01022,.
aek_tsi13s4g01023,.
aek_tsi13s4g01024,atr42s5g01505
aek_tsi13s4g01025,atr42s5g01509
aek_tsi13s4g01026,.
aek_tsi13s4g01027,.
aek_tsi13s4g01028,atr42s5g01525
aek_tsi13s4g01029,.
aek_tsi13s4g01030,atr42s5g01534
aek_tsi13s4g01031,
aek_tsi13s4g01032,
aek_tsi13s4g01033,atr42s5g00551
aek_tsi13s4g01034,.
aek_tsi13s4g01035,atr42s5g00555
aek_tsi13s4g01036,atr42s5g00558
aek_tsi13s4g01037,atr42s5g00576
aek_tsi13s4g01038,.
aek_tsi13s4g01039,.
aek_tsi13s4g01040,.
aek_tsi13s4g01041,atr42s5g00585
aek_tsi13s4g01042,atr42s5g00594
aek_tsi13s4g01043,atr42s5g00595
aek_tsi13s4g01044,.
aek_tsi13s4g01045,.
aek_tsi13s4g01046,.
aek_tsi13s4g01047,.
aek_tsi13s4g01048,.
aek_tsi13s4g01049,.
aek_tsi13s4g01050,atr42s5g00598
aek_tsi13s4g01051,atr42s5g00601
aek_tsi13s4g01052,atr42s5g00633
aek_tsi13s4g01053,atr42s4g00055
aek_tsi13s4g01054,.
aek_tsi13s4g01055,.
aek_tsi13s4g01056,atr42s4g00124
aek_tsi13s4g01057,.
aek_tsi13s4g01058,.
aek_tsi13s4g01059,.
aek_tsi13s4g01060,.
aek_tsi13s4g01061,atr42s4g00108
aek_tsi13s4g01062,.
aek_tsi13s4g01063,atr42s4g00107
aek_tsi13s4g01064,.
aek_tsi13s4g01065,.
aek_tsi13s4g01066,.
aek_tsi13s4g01067,.
aek_tsi13s4g01068,atr42s4g00083
aek_tsi13s4g01069,atr42s4g00066
aek_tsi13s4g01070,.
aek_tsi13s4g01071,.
aek_tsi13s4g01072,atr42s4g00070
aek_tsi13s4g01073,atr42s4g00073
aek_tsi13s4g01074,atr42s4g00074
aek_tsi13s4g01075,atr42s4g00064
aek_tsi13s4g01076,atr42s4g00062
aek_tsi13s4g01077,atr42s4g00056
aek_tsi13s4g01078,
aek_tsi13s4g01079,
aek_tsi13s4g01080,
aek_tsi13s4g01081,
aek_tsi13s4g01082,
aek_tsi13s4g01083,
aek_tsi13s4g01084,atr42s12g00090
aek_tsi13s4g01085,.
aek_tsi13s4g01086,atr42s12g00091
aek_tsi13s4g01087,atr42s12g00093
aek_tsi13s4g01088,atr42s12g00094
aek_tsi13s4g01089,.
aek_tsi13s4g01090,atr42s12g00097
aek_tsi13s4g01091,atr42s12g00098
aek_tsi13s4g01092,.
aek_tsi13s4g01093,.
aek_tsi13s4g01094,.
aek_tsi13s4g01095,atr42s12g00104
aek_tsi13s4g01096,atr42s12g00109
aek_tsi13s4g01097,atr42s12g00110
aek_tsi13s4g01098,atr42s12g00113
aek_tsi13s4g01099,atr42s12g00114
aek_tsi13s4g01100,atr42s12g00125
aek_tsi13s4g01101,.
aek_tsi13s4g01102,atr42s12g00127
aek_tsi13s4g01103,atr42s12g00134
aek_tsi13s4g01104,atr42s12g00135
aek_tsi13s4g01105,atr42s12g00136
aek_tsi13s4g01106,.
aek_tsi13s4g01107,atr42s12g00141
aek_tsi13s4g01108,atr42s12g00144
aek_tsi13s4g01109,atr42s12g00162
aek_tsi13s4g01110,atr42s12g00166
aek_tsi13s4g01111,.
aek_tsi13s4g01112,.
aek_tsi13s4g01113,.
aek_tsi13s4g01114,atr42s12g00178
aek_tsi13s4g01115,atr42s12g00180
aek_tsi13s4g01116,atr42s12g00181
aek_tsi13s4g01117,atr42s12g00182
aek_tsi13s4g01118,atr42s12g00183
aek_tsi13s4g01119,atr42s12g00185
aek_tsi13s4g01120,atr42s12g00186
aek_tsi13s4g01121,.
aek_tsi13s4g01122,atr42s12g00198
aek_tsi13s4g01123,atr42s12g00199
aek_tsi13s4g01124,.
aek_tsi13s4g01125,.
aek_tsi13s4g01126,.
aek_tsi13s4g01127,atr42s12g00209
aek_tsi13s4g01128,atr42s12g00210
aek_tsi13s4g01129,atr42s13g00362
aek_tsi13s4g01130,.
aek_tsi13s4g01131,.
aek_tsi13s4g01132,atr42s12g00216
aek_tsi13s4g01133,atr42s13g00365
aek_tsi13s4g01134,.
aek_tsi13s4g01135,.
aek_tsi13s4g01136,atr42s13g00368
aek_tsi13s4g01137,atr42s13g00400
aek_tsi13s4g01138,atr42s13g00401
aek_tsi13s4g01139,.
aek_tsi13s4g01140,atr42s13g00403
aek_tsi13s4g01141,atr42s13g00406
aek_tsi13s4g01142,atr42s13g00408
aek_tsi13s4g01143,atr42s13g00417
aek_tsi13s4g01144,atr42s13g00418
aek_tsi13s4g01145,atr42s13g00420
aek_tsi13s4g01146,atr42s13g00439
aek_tsi13s4g01147,.
aek_tsi13s4g01148,atr42s13g00441
aek_tsi13s4g01149,.
aek_tsi13s4g01150,atr42s13g00444
aek_tsi13s4g01151,.
aek_tsi13s4g01152,atr42s13g00465
aek_tsi13s4g01153,
aek_tsi13s4g01154,
aek_tsi13s4g01155,
aek_tsi13s5g00001,
aek_tsi13s5g00002,
aek_tsi13s5g00003,atr42s3g00072
aek_tsi13s5g00004,atr42s3g00058
aek_tsi13s5g00005,.
aek_tsi13s5g00006,.
aek_tsi13s5g00007,.
aek_tsi13s5g00008,.
aek_tsi13s5g00009,.
aek_tsi13s5g00010,atr42s3g00028
aek_tsi13s5g00011,atr42s3g00023
aek_tsi13s5g00012,atr42s3g00022
aek_tsi13s5g00013,atr42s3g00093
aek_tsi13s5g00014,atr42s3g00107
aek_tsi13s5g00015,atr42s3g00109
aek_tsi13s5g00016,atr42s3g00113
aek_tsi13s5g00017,.
aek_tsi13s5g00018,.
aek_tsi13s5g00019,.
aek_tsi13s5g00020,atr42s3g00121
aek_tsi13s5g00021,atr42s3g00123
aek_tsi13s5g00022,.
aek_tsi13s5g00023,.
aek_tsi13s5g00024,atr42s3g00145
aek_tsi13s5g00025,.
aek_tsi13s5g00026,atr42s3g00166
aek_tsi13s5g00027,
aek_tsi13s5g00028,
aek_tsi13s5g00029,
aek_tsi13s5g00030,
aek_tsi13s5g00031,
aek_tsi13s5g00032,atr42s13g02077
aek_tsi13s5g00033,.
aek_tsi13s5g00034,.
aek_tsi13s5g00035,atr42s13g02089
aek_tsi13s5g00036,.
aek_tsi13s5g00037,.
aek_tsi13s5g00038,atr42s13g02123
aek_tsi13s5g00039,.
aek_tsi13s5g00040,.
aek_tsi13s5g00041,.
aek_tsi13s5g00042,.
aek_tsi13s5g00043,atr42s13g02152
aek_tsi13s5g00044,atr42s13g02165
aek_tsi13s5g00045,atr42s13g02184
aek_tsi13s5g00046,.
aek_tsi13s5g00047,atr42s13g02186
aek_tsi13s5g00048,atr42s13g02192
aek_tsi13s5g00049,.
aek_tsi13s5g00050,.
aek_tsi13s5g00051,.
aek_tsi13s5g00052,.
aek_tsi13s5g00053,atr42s13g02203
aek_tsi13s5g00054,.
aek_tsi13s5g00055,atr42s13g02204
aek_tsi13s5g00056,
aek_tsi13s5g00057,atr42s3g01728
aek_tsi13s5g00058,.
aek_tsi13s5g00059,.
aek_tsi13s5g00060,.
aek_tsi13s5g00061,.
aek_tsi13s5g00062,.
aek_tsi13s5g00063,.
aek_tsi13s5g00064,.
aek_tsi13s5g00065,.
aek_tsi13s5g00066,.
aek_tsi13s5g00067,atr42s3g01694
aek_tsi13s5g00068,.
aek_tsi13s5g00069,atr42s3g01674
aek_tsi13s5g00070,.
aek_tsi13s5g00071,atr42s3g01663
aek_tsi13s5g00072,.
aek_tsi13s5g00073,.
aek_tsi13s5g00074,atr42s3g01657
aek_tsi13s5g00075,atr42s3g01654
aek_tsi13s5g00076,
aek_tsi13s5g00077,
aek_tsi13s5g00078,
aek_tsi13s5g00079,
aek_tsi13s5g00080,
aek_tsi13s5g00081,
aek_tsi13s5g00082,
aek_tsi13s5g00083,
aek_tsi13s5g00084,
aek_tsi13s5g00085,atr42s3g01406
aek_tsi13s5g00086,atr42s3g01416
aek_tsi13s5g00087,atr42s3g01418
aek_tsi13s5g00088,atr42s3g01422
aek_tsi13s5g00089,atr42s3g01425
aek_tsi13s5g00090,
aek_tsi13s5g00091,
aek_tsi13s5g00092,
aek_tsi13s5g00093,
aek_tsi13s5g00094,
aek_tsi13s5g00095,
aek_tsi13s5g00096,
aek_tsi13s5g00097,
aek_tsi13s5g00098,
aek_tsi13s5g00099,
aek_tsi13s5g00100,
aek_tsi13s5g00101,atr42s9g00732
aek_tsi13s5g00102,.
aek_tsi13s5g00103,.
aek_tsi13s5g00104,.
aek_tsi13s5g00105,.
aek_tsi13s5g00106,atr42s9g00727
aek_tsi13s5g00107,.
aek_tsi13s5g00108,atr42s9g00721
aek_tsi13s5g00109,.
aek_tsi13s5g00110,.
aek_tsi13s5g00111,atr42s9g00713
aek_tsi13s5g00112,.
aek_tsi13s5g00113,.
aek_tsi13s5g00114,atr42s9g01931
aek_tsi13s5g00115,.
aek_tsi13s5g00116,atr42s9g01940
aek_tsi13s5g00117,.
aek_tsi13s5g00118,.
aek_tsi13s5g00119,atr42s9g02130
aek_tsi13s5g00120,atr42s9g00704
aek_tsi13s5g00121,atr42s9g02124
aek_tsi13s5g00122,.
aek_tsi13s5g00123,atr42s9g02117
aek_tsi13s5g00124,atr42s9g02111
aek_tsi13s5g00125,.
aek_tsi13s5g00126,.
aek_tsi13s5g00127,.
aek_tsi13s5g00128,atr42s9g02097
aek_tsi13s5g00129,atr42s9g00695
aek_tsi13s5g00130,atr42s9g01948
aek_tsi13s5g00131,.
aek_tsi13s5g00132,atr42s9g01955
aek_tsi13s5g00133,.
aek_tsi13s5g00134,.
aek_tsi13s5g00135,atr42s9g01958
aek_tsi13s5g00136,.
aek_tsi13s5g00137,atr42s9g01960
aek_tsi13s5g00138,atr42s9g02028
aek_tsi13s5g00139,atr42s9g02027
aek_tsi13s5g00140,atr42s9g02024
aek_tsi13s5g00141,atr42s9g02003
aek_tsi13s5g00142,atr42s9g02000
aek_tsi13s5g00143,.
aek_tsi13s5g00144,.
aek_tsi13s5g00145,.
aek_tsi13s5g00146,.
aek_tsi13s5g00147,.
aek_tsi13s5g00148,.
aek_tsi13s5g00149,.
aek_tsi13s5g00150,.
aek_tsi13s5g00151,.
aek_tsi13s5g00152,.
aek_tsi13s5g00153,.
aek_tsi13s5g00154,.
aek_tsi13s5g00155,.
aek_tsi13s5g00156,.
aek_tsi13s5g00157,.
aek_tsi13s5g00158,.
aek_tsi13s5g00159,atr42s9g01989
aek_tsi13s5g00160,atr42s9g01982
aek_tsi13s5g00161,.
aek_tsi13s5g00162,.
aek_tsi13s5g00163,.
aek_tsi13s5g00164,.
aek_tsi13s5g00165,.
aek_tsi13s5g00166,.
aek_tsi13s5g00167,atr42s9g02090
aek_tsi13s5g00168,atr42s9g02070
aek_tsi13s5g00169,
aek_tsi13s5g00170,
aek_tsi13s5g00171,
aek_tsi13s5g00172,
aek_tsi13s5g00173,atr42s9g02303
aek_tsi13s5g00174,.
aek_tsi13s5g00175,.
aek_tsi13s5g00176,.
aek_tsi13s5g00177,atr42s9g02320
aek_tsi13s5g00178,atr42s9g02322
aek_tsi13s5g00179,.
aek_tsi13s5g00180,.
aek_tsi13s5g00181,.
aek_tsi13s5g00182,atr42s9g02328
aek_tsi13s5g00183,.
aek_tsi13s5g00184,.
aek_tsi13s5g00185,atr42s9g02347
aek_tsi13s5g00186,.
aek_tsi13s5g00187,.
aek_tsi13s5g00188,atr42s9g02353
aek_tsi13s5g00189,atr42s9g01251
aek_tsi13s5g00190,.
aek_tsi13s5g00191,atr42s9g01255
aek_tsi13s5g00192,atr42s9g01265
aek_tsi13s5g00193,.
aek_tsi13s5g00194,.
aek_tsi13s5g00195,atr42s9g01279
aek_tsi13s5g00196,.
aek_tsi13s5g00197,.
aek_tsi13s5g00198,.
aek_tsi13s5g00199,.
aek_tsi13s5g00200,.
aek_tsi13s5g00201,.
aek_tsi13s5g00202,.
aek_tsi13s5g00203,.
aek_tsi13s5g00204,atr42s9g01290
aek_tsi13s5g00205,
aek_tsi13s5g00206,
aek_tsi13s5g00207,
aek_tsi13s5g00208,
aek_tsi13s5g00209,
aek_tsi13s5g00210,
aek_tsi13s5g00211,
aek_tsi13s5g00212,
aek_tsi13s5g00213,
aek_tsi13s5g00214,
aek_tsi13s5g00215,
aek_tsi13s5g00216,
aek_tsi13s5g00217,
aek_tsi13s5g00218,
aek_tsi13s5g00219,
aek_tsi13s5g00220,
aek_tsi13s5g00221,atr42s9g00583
aek_tsi13s5g00222,atr42s9g00597
aek_tsi13s5g00223,.
aek_tsi13s5g00224,.
aek_tsi13s5g00225,.
aek_tsi13s5g00226,atr42s9g00606
aek_tsi13s5g00227,.
aek_tsi13s5g00228,.
aek_tsi13s5g00229,.
aek_tsi13s5g00230,.
aek_tsi13s5g00231,.
aek_tsi13s5g00232,atr42s9g00638
aek_tsi13s5g00233,atr42s9g00636
aek_tsi13s5g00234,.
aek_tsi13s5g00235,.
aek_tsi13s5g00236,atr42s9g00632
aek_tsi13s5g00237,.
aek_tsi13s5g00238,.
aek_tsi13s5g00239,atr42s9g00624
aek_tsi13s5g00240,atr42s9g00625
aek_tsi13s5g00241,.
aek_tsi13s5g00242,atr42s9g00612
aek_tsi13s5g00243,atr42s9g00647
aek_tsi13s5g00244,atr42s9g00653
aek_tsi13s5g00245,atr42s9g00654
aek_tsi13s5g00246,.
aek_tsi13s5g00247,atr42s9g00661
aek_tsi13s5g00248,.
aek_tsi13s5g00249,.
aek_tsi13s5g00250,atr42s9g00667
aek_tsi13s5g00251,atr42s9g00671
aek_tsi13s5g00252,.
aek_tsi13s5g00253,atr42s9g00679
aek_tsi13s5g00254,atr42s9g00682
aek_tsi13s5g00255,atr42s9g00584
aek_tsi13s5g00256,.
aek_tsi13s5g00257,atr42s9g00573
aek_tsi13s5g00258,
aek_tsi13s5g00259,atr42s9g00812
aek_tsi13s5g00260,.
aek_tsi13s5g00261,.
aek_tsi13s5g00262,atr42s9g00804
aek_tsi13s5g00263,.
aek_tsi13s5g00264,.
aek_tsi13s5g00265,.
aek_tsi13s5g00266,.
aek_tsi13s5g00267,.
aek_tsi13s5g00268,.
aek_tsi13s5g00269,atr42s9g00795
aek_tsi13s5g00270,atr42s9g00758
aek_tsi13s5g00271,.
aek_tsi13s5g00272,.
aek_tsi13s5g00273,.
aek_tsi13s5g00274,atr42s9g00741
aek_tsi13s5g00275,
aek_tsi13s5g00276,atr42s9g00542
aek_tsi13s5g00277,.
aek_tsi13s5g00278,atr42s9g00535
aek_tsi13s5g00279,atr42s9g00528
aek_tsi13s5g00280,.
aek_tsi13s5g00281,.
aek_tsi13s5g00282,.
aek_tsi13s5g00283,.
aek_tsi13s5g00284,.
aek_tsi13s5g00285,.
aek_tsi13s5g00286,atr42s9g00524
aek_tsi13s5g00287,atr42s9g00523
aek_tsi13s5g00288,atr42s9g00510
aek_tsi13s5g00289,atr42s9g00504
aek_tsi13s5g00290,.
aek_tsi13s5g00291,atr42s9g00502
aek_tsi13s5g00292,.
aek_tsi13s5g00293,.
aek_tsi13s5g00294,atr42s9g00500
aek_tsi13s5g00295,
aek_tsi13s5g00296,atr42s13g01588
aek_tsi13s5g00297,atr42s13g01590
aek_tsi13s5g00298,atr42s13g01606
aek_tsi13s5g00299,atr42s13g01607
aek_tsi13s5g00300,atr42s13g01608
aek_tsi13s5g00301,atr42s13g01611
aek_tsi13s5g00302,.
aek_tsi13s5g00303,.
aek_tsi13s5g00304,.
aek_tsi13s5g00305,atr42s13g01612
aek_tsi13s5g00306,atr42s13g01618
aek_tsi13s5g00307,atr42s13g01619
aek_tsi13s5g00308,
aek_tsi13s5g00309,
aek_tsi13s5g00310,
aek_tsi13s5g00311,
aek_tsi13s5g00312,
aek_tsi13s5g00313,
aek_tsi13s5g00314,
aek_tsi13s5g00315,
aek_tsi13s5g00316,
aek_tsi13s5g00317,
aek_tsi13s5g00318,
aek_tsi13s5g00319,
aek_tsi13s5g00320,
aek_tsi13s5g00321,
aek_tsi13s5g00322,
aek_tsi13s5g00323,
aek_tsi13s5g00324,
aek_tsi13s5g00325,
aek_tsi13s5g00326,
aek_tsi13s5g00327,
aek_tsi13s5g00328,
aek_tsi13s5g00329,
aek_tsi13s5g00330,atr42s12g01411
aek_tsi13s5g00331,.
aek_tsi13s5g00332,atr42s12g01420
aek_tsi13s5g00333,atr42s12g01426
aek_tsi13s5g00334,atr42s12g01429
aek_tsi13s5g00335,atr42s12g01435
aek_tsi13s5g00336,.
aek_tsi13s5g00337,atr42s12g01436
aek_tsi13s5g00338,.
aek_tsi13s5g00339,atr42s12g01442
aek_tsi13s5g00340,.
aek_tsi13s5g00341,atr42s12g01454
aek_tsi13s5g00342,.
aek_tsi13s5g00343,atr42s12g01458
aek_tsi13s5g00344,atr42s12g01463
aek_tsi13s5g00345,atr42s12g01468
aek_tsi13s5g00346,.
aek_tsi13s5g00347,atr42s12g01470
aek_tsi13s5g00348,.
aek_tsi13s5g00349,.
aek_tsi13s5g00350,atr42s12g01477
aek_tsi13s5g00351,atr42s12g01478
aek_tsi13s5g00352,.
aek_tsi13s5g00353,.
aek_tsi13s5g00354,atr42s12g01488
aek_tsi13s5g00355,.
aek_tsi13s5g00356,.
aek_tsi13s5g00357,.
aek_tsi13s5g00358,.
aek_tsi13s5g00359,atr42s12g01504
aek_tsi13s5g00360,.
aek_tsi13s5g00361,atr42s12g01514
aek_tsi13s5g00362,.
aek_tsi13s5g00363,atr42s12g01523
aek_tsi13s5g00364,atr42s12g01543
aek_tsi13s5g00365,atr42s12g01546
aek_tsi13s5g00366,atr42s12g01547
aek_tsi13s5g00367,
aek_tsi13s5g00368,atr42s12g01221
aek_tsi13s5g00369,.
aek_tsi13s5g00370,.
aek_tsi13s5g00371,atr42s12g01229
aek_tsi13s5g00372,atr42s12g01230
aek_tsi13s5g00373,atr42s12g01239
aek_tsi13s5g00374,atr42s12g01240
aek_tsi13s5g00375,.
aek_tsi13s5g00376,atr42s12g01249
aek_tsi13s5g00377,.
aek_tsi13s5g00378,atr42s12g01272
aek_tsi13s5g00379,atr42s12g01275
aek_tsi13s5g00380,atr42s12g01277
aek_tsi13s5g00381,atr42s12g01300
aek_tsi13s5g00382,atr42s12g01304
aek_tsi13s5g00383,atr42s12g01306
aek_tsi13s5g00384,.
aek_tsi13s5g00385,atr42s12g01337
aek_tsi13s5g00386,atr42s12g01341
aek_tsi13s5g00387,atr42s12g01342
aek_tsi13s5g00388,atr42s12g01343
aek_tsi13s5g00389,atr42s12g01349
aek_tsi13s5g00390,atr42s12g01352
aek_tsi13s5g00391,
aek_tsi13s5g00392,
aek_tsi13s5g00393,
aek_tsi13s5g00394,
aek_tsi13s5g00395,
aek_tsi13s5g00396,
aek_tsi13s5g00397,
aek_tsi13s5g00398,
aek_tsi13s5g00399,
aek_tsi13s5g00400,
aek_tsi13s5g00401,atr42s12g00602
aek_tsi13s5g00402,.
aek_tsi13s5g00403,.
aek_tsi13s5g00404,.
aek_tsi13s5g00405,.
aek_tsi13s5g00406,.
aek_tsi13s5g00407,atr42s12g00620
aek_tsi13s5g00408,.
aek_tsi13s5g00409,atr42s12g00644
aek_tsi13s5g00410,atr42s12g00578
aek_tsi13s5g00411,atr42s12g00577
aek_tsi13s5g00412,.
aek_tsi13s5g00413,atr42s12g00571
aek_tsi13s5g00414,.
aek_tsi13s5g00415,.
aek_tsi13s5g00416,atr42s12g00659
aek_tsi13s5g00417,.
aek_tsi13s5g00418,.
aek_tsi13s5g00419,.
aek_tsi13s5g00420,.
aek_tsi13s5g00421,atr42s12g00667
aek_tsi13s5g00422,.
aek_tsi13s5g00423,atr42s12g00689
aek_tsi13s5g00424,
aek_tsi13s5g00425,
aek_tsi13s5g00426,
aek_tsi13s5g00427,
aek_tsi13s5g00428,
aek_tsi13s5g00429,
aek_tsi13s5g00430,
aek_tsi13s5g00431,
aek_tsi13s5g00432,
aek_tsi13s5g00433,
aek_tsi13s5g00434,
aek_tsi13s5g00435,
aek_tsi13s5g00436,
aek_tsi13s5g00437,
aek_tsi13s5g00438,
aek_tsi13s5g00439,
aek_tsi13s5g00440,
aek_tsi13s5g00441,
aek_tsi13s5g00442,
aek_tsi13s5g00443,
aek_tsi13s5g00444,
aek_tsi13s5g00445,
aek_tsi13s5g00446,
aek_tsi13s5g00447,
aek_tsi13s5g00448,
aek_tsi13s5g00449,
aek_tsi13s5g00450,
aek_tsi13s5g00451,
aek_tsi13s5g00452,
aek_tsi13s5g00453,
aek_tsi13s5g00454,
aek_tsi13s5g00455,
aek_tsi13s5g00456,
aek_tsi13s5g00457,atr42s13g01289
aek_tsi13s5g00458,.
aek_tsi13s5g00459,atr42s13g01287
aek_tsi13s5g00460,atr42s13g01286
aek_tsi13s5g00461,atr42s13g01279
aek_tsi13s5g00462,.
aek_tsi13s5g00463,.
aek_tsi13s5g00464,atr42s13g01278
aek_tsi13s5g00465,atr42s11g01494
aek_tsi13s5g00466,.
aek_tsi13s5g00467,atr42s11g01493
aek_tsi13s5g00468,atr42s11g01486
aek_tsi13s5g00469,atr42s11g01483
aek_tsi13s5g00470,.
aek_tsi13s5g00471,.
aek_tsi13s5g00472,atr42s11g01479
aek_tsi13s5g00473,atr42s11g01478
aek_tsi13s5g00474,atr42s11g01472
aek_tsi13s5g00475,
aek_tsi13s5g00476,
aek_tsi13s5g00477,
aek_tsi13s5g00478,
aek_tsi13s5g00479,
aek_tsi13s5g00480,
aek_tsi13s5g00481,
aek_tsi13s5g00482,
aek_tsi13s5g00483,
aek_tsi13s5g00484,
aek_tsi13s5g00485,
aek_tsi13s5g00486,
aek_tsi13s5g00487,
aek_tsi13s5g00488,
aek_tsi13s5g00489,
aek_tsi13s5g00490,
aek_tsi13s5g00491,
aek_tsi13s5g00492,
aek_tsi13s5g00493,
aek_tsi13s5g00494,
aek_tsi13s5g00495,atr42s4g01696
aek_tsi13s5g00496,.
aek_tsi13s5g00497,atr42s4g01701
aek_tsi13s5g00498,atr42s4g01709
aek_tsi13s5g00499,atr42s4g01724
aek_tsi13s5g00500,.
aek_tsi13s5g00501,.
aek_tsi13s5g00502,atr42s4g01735
aek_tsi13s5g00503,.
