,0,1,2,3,4,5,6,7,8,9,10,11,grading
317219,hsa17s12g00187,ptr16s13g00219,0.816,455,75,0,1,406,1,455,3.7439999999999986e-250,765,50
317227,hsa17s12g00187,ptr16s13g00974,0.32299999999999995,364,211,0,26,337,98,461,2.063e-50,186,25
317235,hsa17s12g00187,ptr16s13g01085,0.318,350,191,0,38,318,23,372,1.106e-46,175,25
317242,hsa17s12g00187,ptr16s13g00470,0.3,365,216,0,24,333,327,691,9.207e-44,166,25
317245,hsa17s12g00187,ptr16s13g00452,0.307,333,217,0,28,341,29,361,5.528999999999999e-41,158,25
317255,hsa17s12g00187,ptr16s13g01126,0.252,409,219,0,63,356,237,645,6.182999999999999e-35,139,10
317261,hsa17s12g00187,ptr16s13g00560,0.309,263,130,0,145,333,5,267,1.233e-30,126,10
317268,hsa17s12g00219,ptr16s13g00256,0.9840000000000001,299,5,0,1,299,1,299,4.668999999999998e-203,623,50
317692,hsa17s12g00246,ptr16s13g00676,0.932,687,47,0,36,722,150,836,0.0,1342,50
317693,hsa17s12g00278,ptr16s13g00638,0.9620000000000001,1274,48,0,1,1274,1,1274,0.0,2579,50
318185,hsa17s12g00050,ptr16s13g00059,0.9470000000000001,790,42,0,1,790,1,790,0.0,1571,50
318187,hsa17s12g00050,ptr16s13g00799,0.233,383,265,0,142,488,106,488,3.8149999999999998e-25,113,25
318209,hsa17s12g00082,ptr16s13g00095,0.945,103,6,0,1,103,1,103,1.0659999999999997e-62,207,50
319228,hsa17s12g00863,ptr16s13g00960,0.95,972,49,0,1,972,1,972,0.0,1940,50
320053,hsa17s12g00171,ptr16s13g00203,0.905,68,6,0,1,68,1,68,4.538999999999999e-37,131,50
320058,hsa17s12g00203,ptr16s13g00237,0.968,314,10,0,1,314,1,314,2.541999999999999e-209,642,50
320456,hsa17s12g00716,ptr16s13g00789,0.927,1149,84,0,1,1149,1,1147,0.0,2231,50
320461,hsa17s12g00716,ptr16s13g00933,0.255,858,603,0,68,925,19,829,3.816999999999999e-80,293,25
321483,hsa17s12g00065,ptr16s13g00077,0.9420000000000001,543,31,0,1,543,1,543,0.0,1075,50
323766,hsa17s12g00954,ptr16s13g01057,0.987,353,5,0,1,353,26,378,1.1969999999999993e-241,737,50
325277,hsa17s12g00386,ptr16s13g00518,0.9109999999999999,359,32,0,1,359,1,359,2.5179999999999988e-223,685,50
325278,hsa17s12g00386,ptr16s13g00536,0.33799999999999997,241,156,0,107,342,653,893,3.767e-33,133,25
325279,hsa17s12g00418,ptr16s13g00485,0.937,493,31,0,1,493,1,493,1.129e-319,970,50
325280,hsa17s12g00418,ptr16s13g00487,0.893,491,52,0,1,491,1,486,1.5929999999999993e-300,915,25
325281,hsa17s12g00418,ptr16s13g00484,0.76,494,116,0,7,492,9,502,3.697999999999998e-248,764,25
325282,hsa17s12g00418,ptr16s13g00486,0.754,488,114,0,1,488,1,466,1.4839999999999996e-242,748,25
325283,hsa17s12g00418,ptr16s13g00488,0.74,492,119,0,1,492,1,457,7.260999999999997e-239,737,25
325284,hsa17s12g00418,ptr16s13g00483,0.574,467,195,0,20,477,65,531,2.734999999999999e-162,516,10
325285,hsa17s12g00418,ptr16s13g00482,0.534,490,221,0,12,486,6,495,4.550999999999998e-155,495,10
325286,hsa17s12g00418,ptr16s13g00478,0.545,391,176,0,49,436,108,498,1.8489999999999997e-124,406,10
325287,hsa17s12g00418,ptr16s13g00481,0.523,406,183,0,52,436,72,477,2.7529999999999996e-122,400,10
325288,hsa17s12g00418,ptr16s13g00480,0.504,418,197,0,39,436,74,491,7.646999999999999e-120,392,10
327793,hsa17s12g00664,ptr16s13g00729,0.9209999999999999,1989,157,0,1,1989,1,1989,0.0,3831,50
329122,hsa17s12g00229,ptr16s13g00695,0.893,89,9,0,1,89,1,89,1.5409999999999996e-49,168,50
329124,hsa17s12g00261,ptr16s13g00657,0.75,343,73,0,1,293,1,343,8.017999999999997e-169,524,50
329125,hsa17s12g00485,ptr16s13g00413,0.976,1049,25,0,1,1049,50,1098,0.0,2158,50
329132,hsa17s12g00485,ptr16s13g00394,0.22899999999999998,933,673,0,156,1029,43,975,3.682999999999999e-70,260,25
329143,hsa17s12g00517,ptr16s13g00390,0.88,210,25,0,1,210,1,210,7.385999999999999e-123,386,50
331046,hsa17s12g00637,ptr16s13g00267,0.9329999999999999,1230,82,0,1,1230,1,1230,0.0,2404,50
331049,hsa17s12g00669,ptr16s13g00733,0.993,120,1,0,1,120,122,241,8.329e-79,254,50
332691,hsa17s12g00502,ptr16s13g00401,0.693,306,94,0,1,306,1,306,1.1669999999999998e-134,426,50
332692,hsa17s12g00502,ptr16s13g00400,0.6579999999999999,305,104,0,1,305,1,305,2.3029999999999994e-125,399,25
332693,hsa17s12g00502,ptr16s13g00397,0.643,309,110,0,1,309,1,309,3.5389999999999994e-123,393,25
332694,hsa17s12g00502,ptr16s13g00399,0.647,305,107,0,1,305,1,305,1.7069999999999995e-122,391,25
332695,hsa17s12g00502,ptr16s13g00396,0.628,309,115,0,1,309,1,309,2.3709999999999993e-119,382,25
332696,hsa17s12g00502,ptr16s13g00398,0.597,311,125,0,1,311,1,311,3.0109999999999993e-112,361,10
332701,hsa17s12g00502,ptr16s13g00402,0.44799999999999995,306,168,0,3,307,5,310,5.633999999999999e-73,248,10
332761,hsa17s12g00502,ptr16s13g00403,0.406,303,178,0,3,305,30,330,1.0649999999999998e-61,215,10
332936,hsa17s12g00502,ptr16s13g00567,0.35100000000000003,299,191,0,3,301,5,300,1.725e-47,173,10
332968,hsa17s12g00502,ptr16s13g00571,0.27899999999999997,299,187,0,1,299,2,261,6.112e-30,122,10
332991,hsa17s12g00534,ptr16s13g00373,0.997,88,0,0,1,88,122,209,1.9859999999999997e-56,188,50
336928,hsa17s12g00563,ptr16s13g00345,0.691,317,98,0,1,317,1,317,3.2749999999999996e-139,439,50
336929,hsa17s12g00563,ptr16s13g00346,0.5529999999999999,313,139,0,5,317,1,313,8.849999999999998e-102,331,25
336930,hsa17s12g00563,ptr16s13g00393,0.527,317,149,0,1,317,1,317,1.8539999999999997e-96,316,25
337533,hsa17s12g00395,ptr16s13g00509,0.9390000000000001,543,33,0,1,543,1,543,0.0,1071,50
337543,hsa17s12g00971,ptr16s13g01072,0.972,290,8,0,1,290,61,350,6.222999999999996e-194,596,50
337767,hsa17s12g00872,ptr16s13g00971,0.985,620,9,0,1,620,1,620,0.0,1290,50
337774,hsa17s12g00872,ptr16s13g00317,0.44799999999999995,148,81,0,468,615,199,346,4.189e-28,122,25
337776,hsa17s12g00904,ptr16s13g01005,0.99,196,2,0,1,196,1,196,4.747999999999999e-132,412,50
338147,hsa17s12g00215,ptr16s13g00250,1.0,145,0,0,1,145,1,145,1.8649999999999996e-101,321,50
338159,hsa17s12g00215,ptr16s13g00982,0.449,127,68,0,13,139,5,128,1.296e-26,105,25
338176,hsa17s12g00759,ptr16s13g00849,0.968,589,19,0,1,589,1,589,0.0,1202,50
338185,hsa17s12g00791,ptr16s13g00883,0.941,573,34,0,1,573,1,573,0.0,1133,50
338635,hsa17s12g00675,ptr16s13g00740,1.0,242,0,0,1,242,1,242,3.437999999999999e-172,530,50
338636,hsa17s12g00675,ptr16s13g00742,0.569,186,78,0,21,203,21,206,1.342e-59,205,25
338637,hsa17s12g00675,ptr16s13g00741,0.38799999999999996,239,145,0,3,241,24,261,4.446000000000001e-44,160,25
338646,hsa17s12g00707,ptr16s13g00781,0.9520000000000001,414,20,0,1,414,1,414,1.0549999999999993e-272,830,50
339197,hsa17s12g00748,ptr16s13g00832,0.9309999999999999,660,45,0,1,660,1,660,0.0,1289,50
339202,hsa17s12g00780,ptr16s13g00873,1.0,2550,0,0,2,2551,2,2551,0.0,5469,50
339865,hsa17s12g00521,ptr16s13g00386,0.9940000000000001,508,3,0,1,508,1,505,0.0,1069,50
339871,hsa17s12g00521,ptr16s13g01121,0.327,483,306,0,29,484,53,535,6.440999999999999e-71,250,25
342707,hsa17s12g00450,ptr16s13g00447,1.0,172,0,0,1,172,1,172,2.438999999999999e-117,368,50
342708,hsa17s12g00482,ptr16s13g00416,0.945,92,5,0,1,92,1,92,2.2149999999999998e-55,185,50
343606,hsa17s12g00569,ptr16s13g00340,0.953,1043,49,0,1,1043,1,1043,0.0,2089,50
343609,hsa17s12g00569,ptr16s13g00919,0.41600000000000004,980,560,0,8,987,27,986,4.5789999999999985e-220,710,25
344309,hsa17s12g00775,ptr16s13g00868,0.924,165,12,0,1,165,1,165,2.5949999999999997e-101,321,50
345611,hsa17s12g01034,ptr16s13g01149,0.9420000000000001,379,22,0,1,379,1,379,4.789999999999997e-246,751,50
346067,hsa17s12g00616,ptr16s13g00289,0.946,758,41,0,1,758,1,758,0.0,1507,50
346073,hsa17s12g00648,ptr16s13g00713,0.816,589,101,0,1,551,1,589,0.0,989,50
346077,hsa17s12g00834,ptr16s13g00927,0.835,479,79,0,20,498,1,479,1.602999999999999e-269,826,50
346078,hsa17s12g00866,ptr16s13g00964,0.919,288,23,0,1,288,1,288,5.202999999999997e-180,556,50
346495,hsa17s12g00615,ptr16s13g00291,0.9690000000000001,418,13,0,1,418,4,421,3.0499999999999985e-281,855,50
349927,hsa17s12g00099,ptr16s13g00114,0.9890000000000001,364,4,0,1,364,1,364,4.7909999999999977e-250,762,50
351804,hsa17s12g00428,ptr16s13g00476,0.862,543,73,0,1,543,1,529,8.254e-319,971,50
351805,hsa17s12g00428,ptr16s13g00474,0.634,543,197,0,1,543,1,540,3.704999999999999e-217,677,25
351806,hsa17s12g00428,ptr16s13g00477,0.633,543,192,0,1,543,1,523,9.511999999999996e-217,676,25
351807,hsa17s12g00428,ptr16s13g00475,0.607,543,200,0,1,543,1,511,5.155999999999998e-205,642,25
351808,hsa17s12g00428,ptr16s13g00465,0.5710000000000001,483,205,0,1,483,76,554,3.580999999999999e-166,529,25
351809,hsa17s12g00428,ptr16s13g00478,0.529,525,239,0,1,508,1,525,7.379999999999997e-164,523,10
351810,hsa17s12g00428,ptr16s13g00480,0.535,506,231,0,2,498,3,508,3.486999999999999e-160,512,10
351811,hsa17s12g00428,ptr16s13g00466,0.512,532,237,0,1,486,1,532,3.1259999999999994e-159,509,10
351812,hsa17s12g00428,ptr16s13g00481,0.5529999999999999,482,213,0,1,482,1,477,8.000999999999997e-159,508,10
351813,hsa17s12g00428,ptr16s13g00467,0.527,510,227,0,1,481,1,510,2.800999999999999e-158,507,10
351880,hsa17s12g00460,ptr16s13g00436,0.9390000000000001,331,20,0,1,331,1,331,3.222999999999999e-213,654,50
351897,hsa17s12g01004,ptr16s13g01112,0.977,861,20,0,1,861,1,861,0.0,1775,50
355047,hsa17s12g00198,ptr16s13g00232,0.919,103,8,0,1,103,1,103,1.6769999999999998e-60,200,50
355054,hsa17s12g00230,ptr16s13g00694,0.965,138,5,0,1,138,1,138,2.7859999999999994e-88,282,50
357106,hsa17s12g00628,ptr16s13g00276,0.945,911,50,0,1,911,1,911,0.0,1807,50
357110,hsa17s12g00660,ptr16s13g00724,0.971,1980,57,0,236,2215,18,1997,0.0,4051,50
357112,hsa17s12g00660,ptr16s13g00764,0.192,1763,1360,0,420,2182,436,2119,1.3949999999999999e-90,332,25
357113,hsa17s12g00660,ptr16s13g00243,0.51,321,155,0,1883,2203,897,1214,4.737999999999999e-83,307,25
357128,hsa17s12g00660,ptr16s13g00111,0.425,261,143,0,1944,2192,272,532,5.576e-50,198,25
357129,hsa17s12g00660,ptr16s13g00097,0.429,257,141,0,1943,2190,270,526,9.659e-50,197,25
357136,hsa17s12g00660,ptr16s13g00725,0.385,259,155,0,1917,2175,277,529,4.158999999999999e-42,171,10
357906,hsa17s12g00875,ptr16s13g00974,0.9059999999999999,882,83,0,1,881,1,882,0.0,1669,50
357910,hsa17s12g00875,ptr16s13g00219,0.35,370,238,0,92,461,20,386,1.0050000000000001e-55,213,25
357925,hsa17s12g00875,ptr16s13g01085,0.302,374,247,0,96,450,7,380,4.581e-43,172,25
357934,hsa17s12g00875,ptr16s13g00470,0.305,346,238,0,111,453,342,687,6.6429999999999986e-40,162,25
357936,hsa17s12g00875,ptr16s13g00452,0.28600000000000003,361,233,0,101,461,30,357,5.395999999999999e-37,152,25
357943,hsa17s12g00875,ptr16s13g00560,0.307,260,163,0,218,453,4,263,2.021e-28,124,10
357944,hsa17s12g00875,ptr16s13g01126,0.239,387,244,0,121,442,209,595,3.2359999999999996e-27,120,10
357950,hsa17s12g00907,ptr16s13g01009,0.997,270,1,0,1,270,1,270,1.0209999999999995e-185,571,50
360151,hsa17s12g00026,ptr16s13g00032,0.982,239,4,0,1,239,92,330,9.507999999999996e-161,497,50
360156,hsa17s12g00026,ptr16s13g00727,0.33799999999999997,228,147,0,8,230,7,234,2.467e-32,126,25
360158,hsa17s12g00026,ptr16s13g00392,0.32899999999999996,233,155,0,2,234,3,234,1.594e-31,124,25
361014,hsa17s12g00129,ptr16s13g00158,0.91,111,10,0,1,111,1,111,1.654e-64,213,50
361015,hsa17s12g00161,ptr16s13g00190,0.875,303,38,0,1,303,1,303,1.3019999999999996e-178,552,50
361016,hsa17s12g00161,ptr16s13g00192,0.456,295,159,0,1,295,1,294,6.666999999999999e-72,244,25
361017,hsa17s12g00161,ptr16s13g00195,0.45399999999999996,288,156,0,8,295,8,293,1.3699999999999996e-69,237,25
361018,hsa17s12g00161,ptr16s13g00197,0.449,292,159,0,8,299,8,297,1.3699999999999996e-69,237,25
361019,hsa17s12g00161,ptr16s13g00194,0.43799999999999994,302,169,0,1,302,1,302,1.8739999999999996e-69,237,25
361020,hsa17s12g00161,ptr16s13g00196,0.42700000000000005,302,172,0,1,302,1,302,7.187999999999999e-67,229,10
361021,hsa17s12g00161,ptr16s13g00198,0.424,302,173,0,1,302,1,302,4.7009999999999993e-66,227,10
361022,hsa17s12g00161,ptr16s13g00201,0.42100000000000004,302,174,0,1,302,1,302,2.2479999999999997e-65,225,10
361023,hsa17s12g00161,ptr16s13g00202,0.426,295,168,0,1,295,1,293,7.859e-65,224,10
361024,hsa17s12g00161,ptr16s13g00193,0.428,291,165,0,9,299,9,297,3.756e-64,222,10
361037,hsa17s12g00449,ptr16s13g00448,0.966,382,13,0,1,382,73,454,1.9919999999999992e-255,779,50
361046,hsa17s12g00449,ptr16s13g00492,0.35700000000000004,323,206,0,18,340,321,642,1.0129999999999999e-52,192,25
361059,hsa17s12g00449,ptr16s13g00850,0.315,330,214,0,18,330,127,456,5.714e-43,163,25
361064,hsa17s12g00449,ptr16s13g00581,0.266,404,245,0,12,346,71,474,5.460999999999999e-39,151,25
361075,hsa17s12g00449,ptr16s13g00813,0.682,82,26,0,11,92,107,188,8.361000000000001e-27,114,25
361588,hsa17s12g00654,ptr16s13g00719,0.7170000000000001,189,39,0,1,138,129,317,1.3609999999999998e-85,275,50
361983,hsa17s12g00181,ptr16s13g00211,0.914,196,17,0,1,196,1,196,1.0149999999999999e-119,376,50
361984,hsa17s12g00213,ptr16s13g00247,0.9420000000000001,579,34,0,1,579,1,579,0.0,1146,50
361985,hsa17s12g00213,ptr16s13g01107,0.223,518,378,0,46,532,37,554,1.0799999999999999e-33,139,25
361987,hsa17s12g00885,ptr16s13g00984,0.985,518,8,0,1,518,1,518,0.0,1079,50
361993,hsa17s12g00885,ptr16s13g00985,0.565,218,86,0,55,252,104,321,1.1619999999999998e-66,238,25
363013,hsa17s12g00911,ptr16s13g01014,0.9279999999999999,2671,192,0,1,2671,1,2671,0.0,5187,50
363715,hsa17s12g00005,ptr16s13g00007,0.898,456,46,0,1,456,33,488,1.3009999999999992e-280,856,50
363974,hsa17s12g00308,ptr16s13g00602,0.9129999999999999,259,22,0,1,252,99,357,3.299999999999999e-160,496,50
363976,hsa17s12g00340,ptr16s13g00565,0.958,492,21,0,1,492,1,492,0.0,992,50
363978,hsa17s12g01012,ptr16s13g01123,0.973,399,11,0,1,399,29,427,2.5909999999999984e-269,820,50
365804,hsa17s12g00979,ptr16s13g01081,0.9,211,21,0,1,211,1,211,6.022999999999998e-127,398,50
368971,hsa17s12g00496,ptr16s13g00402,0.92,316,25,0,1,316,1,316,3.408999999999998e-198,610,50
369028,hsa17s12g00496,ptr16s13g00401,0.47100000000000003,312,162,0,5,316,3,309,1.5739999999999998e-80,270,25
369041,hsa17s12g00496,ptr16s13g00397,0.474,306,160,0,4,309,2,307,1.9339999999999997e-79,267,25
369056,hsa17s12g00496,ptr16s13g00403,0.474,304,158,0,5,308,30,331,9.268999999999998e-79,265,25
369077,hsa17s12g00496,ptr16s13g00399,0.47600000000000003,297,155,0,5,301,3,299,3.983999999999999e-77,260,25
369083,hsa17s12g00496,ptr16s13g00396,0.47200000000000003,299,157,0,4,302,2,300,7.457e-77,259,10
369095,hsa17s12g00496,ptr16s13g00400,0.47200000000000003,295,155,0,4,298,2,296,9.144e-76,256,10
369124,hsa17s12g00496,ptr16s13g00398,0.465,294,157,0,5,298,3,296,1.373e-73,250,10
369184,hsa17s12g00496,ptr16s13g00567,0.439,299,164,0,1,299,1,294,1.0749999999999998e-68,235,10
369241,hsa17s12g00496,ptr16s13g00571,0.353,301,169,0,5,305,4,265,4.1619999999999997e-48,175,10
369271,hsa17s12g00528,ptr16s13g00379,0.987,528,7,0,58,585,13,540,0.0,1101,50
369325,hsa17s12g00528,ptr16s13g01093,0.511,104,48,0,160,263,89,187,4.608e-22,102,25
369337,hsa17s12g00528,ptr16s13g01147,0.496,107,51,0,160,266,322,423,8.083999999999999e-22,101,25
370852,hsa17s12g00362,ptr16s13g00544,0.8740000000000001,470,59,0,1,470,7,476,4.655999999999998e-280,855,50
370860,hsa17s12g00362,ptr16s13g00462,0.308,463,310,0,6,454,15,477,7.688999999999998e-61,219,25
370861,hsa17s12g00362,ptr16s13g00478,0.37,318,198,0,94,408,167,484,8.561e-54,198,25
370862,hsa17s12g00362,ptr16s13g00481,0.35700000000000004,332,211,0,94,422,146,477,2.138e-53,197,25
370864,hsa17s12g00362,ptr16s13g00489,0.358,317,202,0,94,408,88,404,1.284e-50,188,25
370866,hsa17s12g00362,ptr16s13g00480,0.353,318,203,0,94,408,160,477,1.0780000000000001e-49,186,10
370867,hsa17s12g00362,ptr16s13g00465,0.33799999999999997,337,220,0,86,419,214,550,2.683e-49,184,10
370868,hsa17s12g00362,ptr16s13g00483,0.353,315,203,0,94,407,162,476,4.9249999999999994e-49,184,10
370869,hsa17s12g00362,ptr16s13g00487,0.35,315,203,0,94,407,103,417,2.2459999999999998e-48,182,10
370870,hsa17s12g00362,ptr16s13g00485,0.349,315,204,0,94,407,108,422,4.121e-48,181,10
370929,hsa17s12g00394,ptr16s13g00510,0.516,282,76,0,9,290,42,199,1.7529999999999998e-82,274,50
370930,hsa17s12g00938,ptr16s13g01042,0.9329999999999999,755,51,0,1,755,1,755,0.0,1478,50
370931,hsa17s12g00970,ptr16s13g01071,0.9329999999999999,681,46,0,1,681,1,681,0.0,1333,50
370945,hsa17s12g00970,ptr16s13g00687,0.19699999999999998,503,397,0,187,681,985,1487,1.6609999999999998e-22,104,25
372099,hsa17s12g00967,ptr16s13g01068,0.9059999999999999,671,63,0,1,671,1,670,0.0,1270,50
372357,hsa17s12g00743,ptr16s13g00826,0.955,657,30,0,1,657,1,657,0.0,1320,50
374074,hsa17s12g00316,ptr16s13g00592,0.919,506,41,0,1,506,1,506,1.66e-320,974,50
374075,hsa17s12g00316,ptr16s13g00590,0.552,546,226,0,1,506,1,546,4.274999999999998e-182,574,25
374077,hsa17s12g00316,ptr16s13g00593,0.525,435,196,0,45,479,46,459,1.1499999999999995e-132,430,25
374081,hsa17s12g00348,ptr16s13g00557,0.8909999999999999,497,54,0,1,497,1,497,1.875999999999999e-303,924,50
374082,hsa17s12g01020,ptr16s13g01134,0.951,2285,111,0,1,2285,1,2258,0.0,4561,50
376036,hsa17s12g00185,ptr16s13g00217,0.958,198,8,0,1,198,1,198,2.6109999999999996e-128,401,50
376039,hsa17s12g00217,ptr16s13g00253,0.965,1486,52,0,1,1486,1,1486,0.0,3020,50
379315,hsa17s12g00240,ptr16s13g00685,0.978,78,2,0,1,78,1,78,2.0609999999999998e-43,163,50
379324,hsa17s12g00272,ptr16s13g00644,0.888,944,99,0,1,882,1,944,0.0,1745,50
379326,hsa17s12g00272,ptr16s13g00784,0.326,666,448,0,32,697,11,675,2.0269999999999994e-97,341,25
379327,hsa17s12g00272,ptr16s13g00772,0.27399999999999997,826,586,0,41,866,15,822,2.2580000000000002e-90,320,25
380205,hsa17s12g00702,ptr16s13g00775,0.919,164,13,0,1,164,1,164,5.806999999999999e-100,317,50
380206,hsa17s12g00734,ptr16s13g00813,0.889,591,62,0,1,591,1,562,0.0,1095,50
380221,hsa17s12g00734,ptr16s13g00448,0.621,94,34,0,106,197,83,176,1.13e-26,117,25
380229,hsa17s12g00734,ptr16s13g00492,0.705,71,21,0,113,183,321,391,2.154e-22,103,25
380233,hsa17s12g00734,ptr16s13g00850,0.58,88,35,0,105,188,119,206,8.759e-22,101,25
381300,hsa17s12g00770,ptr16s13g00861,0.965,1256,44,0,1,1256,1,1256,0.0,2552,50
383284,hsa17s12g00760,ptr16s13g00850,0.968,472,15,0,1,472,1,472,8.996e-318,964,50
383287,hsa17s12g00760,ptr16s13g00581,0.287,400,245,0,126,469,73,472,3.758999999999999e-44,169,25
383293,hsa17s12g00760,ptr16s13g00448,0.308,330,216,0,127,456,90,402,3.1069999999999997e-40,157,25
383300,hsa17s12g00760,ptr16s13g00492,0.265,340,234,0,103,442,299,618,3.476e-30,126,25
383312,hsa17s12g00760,ptr16s13g00813,0.217,421,250,0,125,444,112,532,4.009e-24,108,25
383330,hsa17s12g00792,ptr16s13g00884,0.892,185,20,0,1,185,1,185,2.1379999999999996e-109,346,50
384354,hsa17s12g00678,ptr16s13g00743,0.915,381,32,0,1,381,1,381,9.392999999999996e-239,730,50
385049,hsa17s12g00641,ptr16s13g00702,0.932,179,12,0,1,179,1,179,1.4159999999999997e-111,352,50
385050,hsa17s12g00673,ptr16s13g00738,0.9690000000000001,629,19,0,1,629,1,629,0.0,1285,50
385056,hsa17s12g00673,ptr16s13g00052,0.39,380,205,0,101,480,79,415,7.184e-71,254,25
385063,hsa17s12g00673,ptr16s13g00051,0.369,383,239,0,101,480,83,465,4.338e-65,237,25
385066,hsa17s12g00673,ptr16s13g00053,0.366,380,229,0,101,480,151,512,1.1939999999999998e-63,232,25
385454,hsa17s12g00554,ptr16s13g00355,0.968,207,7,0,1,207,1,207,4.540999999999999e-136,424,50
385490,hsa17s12g00874,ptr16s13g00973,0.8909999999999999,308,33,0,1,308,1,308,6.685999999999999e-186,574,50
388101,hsa17s12g00207,ptr16s13g00241,0.956,83,4,0,1,83,1,83,4.433999999999999e-50,169,50
388103,hsa17s12g00367,ptr16s13g00539,0.951,1083,53,0,1,1083,1,1083,0.0,2164,50
388421,hsa17s12g00131,ptr16s13g00160,0.9990000000000001,207,0,0,1,207,1,207,2.0639999999999996e-141,439,50
388422,hsa17s12g00131,ptr16s13g00158,0.325,230,130,0,1,194,1,230,8.901999999999998e-31,120,25
388583,hsa17s12g00357,ptr16s13g00549,0.981,396,8,0,1,396,1,396,6.3829999999999954e-270,821,50
389694,hsa17s12g00941,ptr16s13g01045,0.9259999999999999,301,22,0,1,301,1,301,3.778999999999998e-190,586,50
389697,hsa17s12g00973,ptr16s13g01074,0.904,1349,129,0,1,1349,1,1343,0.0,2543,50
389845,hsa17s12g00174,ptr16s13g00205,0.503,246,105,0,34,245,92,337,1.1889999999999999e-68,232,50
389846,hsa17s12g00174,ptr16s13g00206,0.434,161,76,0,106,241,146,306,1.719e-32,127,25
395286,hsa17s12g00596,ptr16s13g00313,0.765,571,110,0,1,571,1,470,1.909999999999999e-289,890,50
395356,hsa17s12g00093,ptr16s13g00106,0.9890000000000001,134,1,0,1,134,1,134,3.001e-88,282,50
395359,hsa17s12g00829,ptr16s13g00922,0.9540000000000001,240,11,0,11,250,5,244,9.912999999999997e-156,483,50
395360,hsa17s12g00861,ptr16s13g00958,0.95,245,12,0,1,245,93,337,1.4299999999999995e-158,491,50
396267,hsa17s12g00957,ptr16s13g01059,0.885,570,61,0,1,531,1,570,0.0,1051,50
396269,hsa17s12g00989,ptr16s13g01092,0.9109999999999999,331,29,0,1,331,1,331,1.0849999999999997e-205,632,50
397278,hsa17s12g00001,ptr16s13g00002,0.898,1187,120,0,1,1182,1,1187,0.0,2223,50
397292,hsa17s12g00033,ptr16s13g00042,0.98,251,5,0,1,251,1,251,1.0199999999999996e-168,521,50
397301,hsa17s12g00961,ptr16s13g01062,0.7959999999999999,368,75,0,68,434,20,387,3.9129999999999982e-193,602,50
397468,hsa17s12g00245,ptr16s13g00677,0.915,1454,124,0,1,1454,1,1454,0.0,2781,50
397471,hsa17s12g00277,ptr16s13g00639,1.0,73,0,0,1,73,149,221,5.828e-48,162,50
397801,hsa17s12g00631,ptr16s13g00273,0.887,129,14,0,1,129,1,129,5.9419999999999994e-74,241,50
397803,hsa17s12g00663,ptr16s13g00728,0.946,907,49,0,1,907,1,907,0.0,1801,50
397820,hsa17s12g00663,ptr16s13g00795,0.28600000000000003,268,184,0,34,301,54,312,2.186e-25,114,25
400105,hsa17s12g00177,ptr16s13g00207,0.9740000000000001,452,12,0,1,452,1,452,2.827999999999998e-306,929,50
400135,hsa17s12g00209,ptr16s13g00243,0.963,1216,45,0,1,1216,1,1216,0.0,2464,50
400136,hsa17s12g00209,ptr16s13g00724,0.5,324,160,0,894,1214,1662,1985,9.749999999999998e-83,302,25
400137,hsa17s12g00209,ptr16s13g00764,0.537,284,131,0,909,1192,1833,2115,6.576999999999998e-79,290,25
400151,hsa17s12g00209,ptr16s13g00725,0.413,256,148,0,934,1189,277,529,4.0770000000000003e-47,186,25
400153,hsa17s12g00209,ptr16s13g00097,0.405,260,149,0,939,1189,252,511,1.6269999999999998e-46,184,25
400160,hsa17s12g00209,ptr16s13g00111,0.37799999999999995,267,158,0,939,1193,253,519,8.611e-43,172,10
403458,hsa17s12g00838,ptr16s13g00932,0.897,431,44,0,1,431,1,431,1.999999999999999e-264,807,50
403463,hsa17s12g00870,ptr16s13g00968,0.935,155,10,0,1,155,1,155,1.0119999999999998e-95,306,50
404204,hsa17s12g00154,ptr16s13g00184,0.935,318,21,0,1,318,1,318,1.7189999999999993e-203,625,50
404205,hsa17s12g00154,ptr16s13g00186,0.501,311,153,0,1,311,1,308,7.510999999999999e-88,291,25
404206,hsa17s12g00154,ptr16s13g00185,0.508,300,147,0,1,300,1,300,6.0729999999999985e-86,286,25
404208,hsa17s12g00154,ptr16s13g00187,0.419,300,169,0,1,300,1,292,4.7929999999999997e-64,222,25
404209,hsa17s12g00154,ptr16s13g00204,0.408,308,181,0,1,308,1,307,3.123999999999999e-63,220,25
404210,hsa17s12g00154,ptr16s13g00190,0.39799999999999996,303,179,0,1,303,1,299,1.047e-59,209,10
404211,hsa17s12g00154,ptr16s13g00202,0.377,300,183,0,17,316,17,310,6.935999999999999e-54,192,10
404212,hsa17s12g00154,ptr16s13g00192,0.36200000000000004,317,198,0,1,317,1,312,1.293e-53,192,10
404213,hsa17s12g00154,ptr16s13g00196,0.37200000000000005,300,184,0,12,311,12,305,1.142e-52,189,10
404214,hsa17s12g00154,ptr16s13g00194,0.373,298,182,0,12,309,12,303,1.5590000000000001e-52,188,10
404230,hsa17s12g00762,ptr16s13g00853,0.961,185,7,0,167,351,1,185,1.7249999999999997e-116,376,50
407860,hsa17s12g00977,ptr16s13g01078,0.9109999999999999,1393,121,0,1,1393,1,1357,0.0,2650,50
410453,hsa17s12g00260,ptr16s13g00658,0.898,635,61,0,1,602,1,635,0.0,1189,50
410470,hsa17s12g00292,ptr16s13g00621,0.882,1674,193,0,1,1674,1,1637,0.0,3068,50
